Product ID,Type,Air temperature [C],Process temperature [C],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure type
L48889,L,25.05,34.65,1749,26.1,66,0,NOT
L48890,L,25.05,34.65,1530,35.9,68,0,NOT
L48891,L,25.05,34.65,1355,51.3,70,0,NOT
L48892,L,25.15,34.75,1551,33.8,72,0,NOT
L48893,L,25.05,34.65,1515,46.7,74,0,NOT
L48894,L,25.05,34.65,1388,48.6,76,0,NOT
L48895,L,25.05,34.65,1585,34.6,78,0,NOT
L48896,L,24.95,34.55,1523,37.7,80,0,NOT
L48897,L,25.05,34.45,1369,54.5,82,0,NOT
M16578,M,25.05,34.55,1681,31,84,0,NOT
L48899,L,25.05,34.55,1503,38.3,87,0,NOT
L48900,L,25.05,34.55,1459,44.5,89,0,NOT
L48901,L,25.05,34.55,1688,32.4,91,0,NOT
M16582,M,25.05,34.55,1952,21.6,93,0,NOT
L48903,L,25.05,34.65,2029,19.9,96,0,NOT
M16584,M,25.15,34.65,1457,52.5,98,0,NOT
M16585,M,25.15,34.65,1392,50.4,101,0,NOT
L48906,L,25.15,34.65,1906,22.1,104,0,NOT
M16587,M,25.15,34.55,1602,33.4,106,0,NOT
L48908,L,25.15,34.55,1465,49.4,109,0,NOT
M16589,M,25.15,34.55,1439,43.8,111,0,NOT
M16590,M,25.15,34.65,1330,55.4,114,0,NOT
M16591,M,25.15,34.75,1485,42,117,0,NOT
H31146,H,25.25,34.75,1700,28.2,120,0,NOT
L48913,L,25.25,34.85,1515,42.8,125,0,NOT
M16594,M,25.35,34.95,1501,39.2,127,0,NOT
L48915,L,25.25,34.85,1380,47.6,130,0,NOT
L48916,L,25.25,34.75,1544,35.9,132,0,NOT
L48917,L,25.25,34.75,1743,27.3,134,0,NOT
H31152,H,25.25,34.75,1948,21.4,136,0,NOT
H31153,H,25.35,34.75,1260,54.2,141,0,NOT
M16600,M,25.35,34.75,1640,33.1,146,0,NOT
M16601,M,25.35,34.85,1363,49.2,149,0,NOT
L48922,L,25.35,34.85,1379,49.6,152,0,NOT
M16603,M,25.35,34.85,1713,25.8,154,0,NOT
M16604,M,25.35,34.85,1461,51.9,157,0,NOT
L48925,L,25.35,34.85,1624,29.8,160,0,NOT
L48926,L,25.25,34.85,1526,41.1,162,0,NOT
L48927,L,25.25,34.75,2381,14.2,164,0,NOT
H31162,H,25.25,34.55,1626,31.1,166,0,RNF
L48929,L,25.15,34.55,1576,33.8,171,0,NOT
M16610,M,25.25,34.65,1617,31.6,173,0,NOT
L48931,L,25.15,34.45,1942,20.6,176,0,NOT
L48932,L,25.05,34.45,1492,37.2,178,0,NOT
L48933,L,25.05,34.35,1470,51.3,180,0,NOT
M16614,M,24.85,34.25,1463,46.5,182,0,NOT
L48935,L,24.85,34.15,1424,46.5,185,0,NOT
M16616,M,24.95,34.25,1363,60.1,187,0,NOT
M16617,M,24.95,34.25,1335,56.2,190,0,NOT
L48938,L,24.95,34.25,1608,33.9,193,0,NOT
H31173,H,24.85,34.25,1606,35.2,195,0,NOT
L48940,L,24.95,34.35,1684,33.1,200,0,NOT
L48941,L,24.95,34.45,1950,20.3,202,0,NOT
H31176,H,25.05,34.45,1460,48.6,204,0,NOT
L48943,L,25.05,34.45,1511,31,209,1,TWF
H31178,H,25.05,34.45,1318,55.7,0,0,NOT
L48945,L,25.05,34.45,1368,51.8,5,0,NOT
M16626,M,25.15,34.55,1717,27.1,7,0,NOT
M16627,M,25.15,34.55,1520,41.4,10,0,NOT
M16628,M,25.15,34.65,1485,42,13,0,NOT
L48949,L,25.25,34.75,1981,23.2,16,0,NOT
H31184,H,25.25,34.75,1605,31,18,0,NOT
L48951,L,25.25,34.75,1446,45.3,23,0,NOT
L48952,L,25.25,34.85,1508,47.9,25,0,NOT
L48953,L,25.35,34.85,1384,59.5,27,0,NOT
M16634,M,25.35,34.85,1519,37.3,29,0,NOT
L48955,L,25.35,34.85,1404,48.1,32,0,NOT
L48956,L,25.35,34.95,1564,31.1,34,0,NOT
H31191,H,25.45,35.05,1555,36.8,36,0,NOT
L48958,L,25.45,35.05,1325,54,41,0,NOT
M16639,M,25.45,35.05,1488,44,43,0,NOT
L48960,L,25.35,35.05,1595,32.3,46,0,NOT
L48961,L,25.35,34.95,1662,28.6,48,0,NOT
L48962,L,25.25,34.85,1571,37.4,50,0,NOT
H31197,H,25.15,34.85,1553,41,52,0,NOT
L48964,L,25.15,34.85,2886,3.8,57,1,PWF
L48965,L,25.05,34.85,1538,38.2,59,0,NOT
L48966,L,25.25,35.05,1618,33,61,0,NOT
L48967,L,25.25,35.05,1364,45.9,63,0,NOT
L48968,L,25.15,34.85,1442,47.3,65,0,NOT
L48969,L,25.05,34.75,1313,67.3,67,1,PWF
L48970,L,25.05,34.75,1847,23.6,69,0,NOT
L48971,L,24.95,34.65,1524,40.8,71,0,NOT
M16652,M,24.95,34.55,1445,48,73,0,NOT
L48973,L,24.95,34.65,1761,28.2,76,0,NOT
M16654,M,24.95,34.65,1514,43.5,78,0,NOT
M16655,M,24.95,34.55,1498,38.3,81,0,NOT
H31210,H,24.95,34.45,1542,37.1,84,0,NOT
M16657,M,24.85,34.45,1508,41.8,89,0,NOT
M16658,M,24.85,34.35,1431,52.9,92,0,NOT
M16659,M,24.85,34.35,1427,45.1,95,0,NOT
M16660,M,24.85,34.35,1524,36.3,98,0,NOT
M16661,M,24.85,34.35,1427,43.6,101,0,NOT
H31216,H,24.95,34.45,1496,44.1,104,0,NOT
L48983,L,24.95,34.55,1388,40.3,109,0,NOT
L48984,L,24.95,34.55,1495,48.1,111,0,NOT
H31219,H,24.95,34.55,1376,56.2,113,0,NOT
H31220,H,24.85,34.45,1593,32.2,118,0,NOT
L48987,L,24.85,34.45,1654,28.9,123,0,NOT
L48988,L,24.95,34.55,2567,12.8,125,1,PWF
L48989,L,24.95,34.55,1767,27,127,0,NOT
L48990,L,24.95,34.45,1364,53.8,129,0,NOT
M16671,M,24.95,34.65,1569,31.2,131,0,NOT
L48992,L,25.05,34.65,1476,36.8,134,0,NOT
L48993,L,24.95,34.55,1479,45,136,0,NOT
L48994,L,24.95,34.55,1650,34.1,138,0,NOT
M16675,M,24.95,34.45,1565,36.3,140,0,NOT
L48996,L,24.95,34.45,1460,46.5,143,0,NOT
L48997,L,24.95,34.55,1664,27.6,145,0,NOT
M16678,M,24.95,34.55,1435,40.9,147,0,NOT
M16679,M,24.95,34.45,2066,19.2,150,0,NOT
L49000,L,24.95,34.35,1493,43.7,153,0,NOT
L49001,L,24.95,34.45,1354,43.3,155,0,NOT
L49002,L,24.95,34.45,1488,39.4,157,0,NOT
L49003,L,24.95,34.55,1414,48.7,159,0,NOT
L49004,L,24.95,34.35,1391,57.4,161,0,NOT
M16685,M,24.85,34.35,1784,27.8,163,0,NOT
H31240,H,24.65,34.15,1516,40.1,166,0,NOT
M16687,M,24.75,34.15,1420,47.8,171,0,NOT
L49008,L,24.65,34.05,1351,56.3,174,0,NOT
L49009,L,24.65,34.05,1880,23,176,0,NOT
L49010,L,24.65,34.15,1859,24,178,0,NOT
M16691,M,24.65,34.15,1315,54,180,0,NOT
M16692,M,24.65,34.25,1330,51.7,183,0,NOT
L49013,L,24.65,34.15,1327,61,186,1,OSF
L49014,L,24.65,34.05,1498,38.1,188,0,NOT
H31249,H,24.65,34.15,1555,35.8,190,0,NOT
L49016,L,24.55,34.05,1518,35.8,195,0,NOT
L49017,L,24.55,34.05,1392,43,197,0,NOT
M16698,M,24.65,34.05,1456,39.6,199,0,NOT
L49019,L,24.55,33.95,1715,30.2,0,0,NOT
M16700,M,24.55,34.05,1405,43.7,2,0,NOT
L49021,L,24.55,34.05,1668,37.8,5,0,NOT
H31256,H,24.55,33.95,1855,22.5,7,0,NOT
L49023,L,24.45,33.95,1496,39.2,12,0,NOT
M16704,M,24.45,33.95,1471,44.9,14,0,NOT
L49025,L,24.55,34.05,1444,40,17,0,NOT
H31260,H,24.55,34.15,1514,38.6,19,0,NOT
L49027,L,24.65,34.15,1412,50.7,24,0,NOT
H31262,H,24.55,34.05,1429,44.1,26,0,NOT
L49029,L,24.55,34.05,1668,32.7,31,0,NOT
M16710,M,24.55,34.05,1372,52.8,33,0,NOT
M16711,M,24.55,34.15,1365,49.2,36,0,NOT
M16712,M,24.45,33.95,1526,39.1,39,0,NOT
L49033,L,24.45,34.05,1486,40.6,42,0,NOT
M16714,M,24.45,34.05,1470,42.6,44,0,NOT
H31269,H,24.55,34.15,1249,62.8,47,0,NOT
M16716,M,24.65,34.25,1752,26.1,52,0,NOT
L49037,L,24.55,34.25,1643,36.5,55,0,NOT
M16718,M,24.65,34.25,1488,36.1,57,0,NOT
L49039,L,24.65,34.25,1355,45.8,60,0,NOT
L49040,L,24.65,34.45,1607,30.3,62,0,NOT
M16721,M,24.75,34.45,1609,30.3,64,0,NOT
L49042,L,24.75,34.55,1517,44.4,67,0,NOT
M16723,M,24.75,34.55,1517,39.5,69,0,NOT
L49044,L,24.75,34.55,1546,37.6,72,0,NOT
L49045,L,24.75,34.55,1567,34.7,74,0,NOT
M16726,M,24.95,34.75,1662,28.9,76,0,NOT
L49047,L,24.95,34.75,1502,41.8,79,0,NOT
L49048,L,25.15,34.85,1361,56.9,81,0,NOT
M16729,M,25.15,34.95,1630,32.7,83,0,NOT
L49050,L,25.15,34.85,1486,42.3,86,0,NOT
L49051,L,25.15,34.95,1840,21.5,88,0,NOT
L49052,L,25.15,34.95,1326,58.4,90,0,NOT
L49053,L,25.25,34.95,1367,57.8,92,0,NOT
L49054,L,25.25,34.95,1598,32.7,94,0,NOT
L49055,L,25.15,34.85,1363,50.1,96,0,NOT
L49056,L,25.15,34.85,1242,62,98,0,NOT
M16737,M,25.05,34.65,1566,33.8,100,0,NOT
M16738,M,24.95,34.55,1424,47.7,103,0,NOT
M16739,M,25.05,34.55,1608,33.8,106,0,NOT
L49060,L,24.95,34.55,1705,29.1,109,0,NOT
L49061,L,24.85,34.45,1548,45.8,111,0,NOT
M16742,M,24.85,34.45,1581,43.4,113,0,NOT
M16743,M,24.85,34.45,1472,46.7,116,0,NOT
M16744,M,24.85,34.45,1792,26,119,0,NOT
L49065,L,24.85,34.45,1683,32.8,122,0,NOT
L49066,L,24.75,34.45,1503,40.7,124,0,NOT
M16747,M,24.75,34.35,1642,32.4,126,0,NOT
M16748,M,24.65,34.25,1902,24.3,129,0,NOT
H31303,H,24.55,34.25,1432,40.2,132,0,NOT
L49070,L,24.65,34.25,1512,40.8,137,0,NOT
L49071,L,24.55,34.25,1764,29,139,0,NOT
M16752,M,24.65,34.25,1438,43.6,141,0,NOT
L49073,L,24.65,34.35,1631,29.9,144,0,NOT
H31308,H,24.75,34.35,1880,23.3,146,0,NOT
L49075,L,24.75,34.45,1344,54.3,151,0,NOT
L49076,L,24.75,34.35,1574,35.8,153,0,NOT
L49077,L,24.65,34.25,1418,41.2,155,0,NOT
L49078,L,24.65,34.35,1372,54.1,157,0,NOT
L49079,L,24.65,34.35,1388,40,159,0,NOT
H31314,H,24.75,34.45,1493,36,161,0,NOT
M16761,M,24.75,34.45,1505,40.1,166,0,NOT
L49082,L,24.85,34.45,1694,29.1,169,0,NOT
L49083,L,24.75,34.45,1968,20.4,171,0,NOT
M16764,M,24.85,34.45,1569,35.6,173,0,NOT
L49085,L,24.75,34.45,1687,29.1,176,0,NOT
L49086,L,24.75,34.45,1430,52.4,178,0,NOT
L49087,L,24.75,34.45,1504,42.4,180,0,NOT
L49088,L,24.75,34.45,1977,20.2,182,0,NOT
L49089,L,24.85,34.55,1435,45.6,184,0,NOT
H31324,H,24.85,34.55,1547,36.8,186,0,NOT
M16771,M,24.95,34.65,1316,57.2,191,0,NOT
M16772,M,24.85,34.55,1621,34.9,194,0,NOT
M16773,M,24.85,34.65,1492,40.2,197,0,NOT
L49094,L,24.85,34.55,1643,32.3,200,0,NOT
L49095,L,24.85,34.55,1492,38.7,202,0,NOT
L49096,L,24.85,34.55,1387,50.8,204,0,NOT
M16777,M,24.95,34.75,1463,47.3,206,0,NOT
M16778,M,24.95,34.75,1496,40,0,0,NOT
L49099,L,25.05,34.85,1658,30,3,0,NOT
L49100,L,24.95,34.75,2161,17.5,5,0,NOT
L49101,L,24.95,34.75,1665,32,7,0,NOT
L49102,L,24.85,34.65,1716,26.6,9,0,NOT
L49103,L,24.85,34.55,1529,34.1,11,0,NOT
L49104,L,24.75,34.55,1353,50.7,13,0,NOT
L49105,L,24.75,34.55,1537,37.7,15,0,NOT
L49106,L,24.85,34.55,1606,30.8,17,0,NOT
H31341,H,24.85,34.65,1314,47.8,19,0,NOT
L49108,L,24.85,34.65,1623,29.9,24,0,NOT
M16789,M,24.85,34.65,1483,50.9,26,0,NOT
M16790,M,24.95,34.75,1569,37,29,0,NOT
M16791,M,25.05,34.85,1969,21.7,32,0,NOT
M16792,M,24.95,34.85,1686,29.3,35,0,NOT
L49113,L,24.95,34.85,1638,35.1,38,0,NOT
L49114,L,24.95,34.75,1698,33.3,40,0,NOT
M16795,M,24.95,34.75,1377,55.1,42,0,NOT
M16796,M,24.95,34.85,2129,18.4,45,0,NOT
L49117,L,25.05,34.85,1411,42.4,48,0,NOT
L49118,L,24.95,34.75,1517,40.8,50,0,NOT
M16799,M,24.95,34.75,1303,53.9,52,0,NOT
L49120,L,24.95,34.75,1578,35.6,55,0,NOT
L49121,L,24.95,34.75,1425,58.2,57,0,NOT
L49122,L,24.95,34.85,1456,42.4,59,0,NOT
L49123,L,24.95,34.85,1704,30.9,61,0,NOT
L49124,L,24.95,34.95,1791,27.3,63,0,NOT
L49125,L,24.95,34.95,1616,32.8,65,0,NOT
L49126,L,25.05,34.95,1622,34.9,67,0,NOT
L49127,L,25.05,34.95,1462,49.9,69,0,NOT
L49128,L,24.95,34.95,1410,45.8,71,0,NOT
M16809,M,24.95,34.85,1543,41.9,73,0,NOT
M16810,M,24.85,34.75,1479,47.6,76,0,NOT
L49131,L,24.85,34.65,1839,22.7,79,0,NOT
L49132,L,24.85,34.65,1266,60.5,81,0,NOT
L49133,L,24.75,34.55,1593,34.9,83,0,NOT
L49134,L,24.75,34.65,1459,46.9,85,0,NOT
L49135,L,24.75,34.55,1308,55.2,87,0,NOT
M16816,M,24.75,34.55,1364,46.8,89,0,NOT
H31371,H,24.75,34.55,1618,35.9,92,0,NOT
H31372,H,24.75,34.55,1464,43.2,97,0,NOT
M16819,M,24.65,34.45,1352,49.4,102,0,NOT
L49140,L,24.65,34.45,1446,51.4,105,0,NOT
L49141,L,24.65,34.35,1448,51.2,107,0,NOT
L49142,L,24.65,34.35,1391,48.6,109,0,NOT
L49143,L,24.55,34.35,1379,43.3,111,0,NOT
M16824,M,24.65,34.35,1405,46.9,113,0,NOT
L49145,L,24.65,34.35,1581,33.1,116,0,NOT
L49146,L,24.75,34.45,1515,40.5,118,0,NOT
L49147,L,24.75,34.45,1589,37.8,120,0,NOT
L49148,L,24.85,34.45,1281,50.8,122,0,NOT
H31383,H,24.65,34.35,1631,31.3,124,0,NOT
M16830,M,24.75,34.45,1202,67,129,0,NOT
L49151,L,24.75,34.45,1298,52.7,132,0,NOT
L49152,L,24.75,34.45,1612,30.7,134,0,NOT
L49153,L,24.75,34.45,1747,25.3,136,0,NOT
L49154,L,24.85,34.45,1450,48.7,138,0,NOT
L49155,L,24.85,34.55,1422,45.6,140,0,NOT
M16836,M,24.95,34.55,1419,47.4,142,0,NOT
M16837,M,24.95,34.55,1633,30.7,145,0,NOT
L49158,L,24.85,34.55,1442,43.6,148,0,NOT
H31393,H,24.85,34.45,1420,45.8,150,0,NOT
M16840,M,24.85,34.45,1301,58.5,155,0,NOT
L49161,L,24.85,34.45,1385,45,158,0,NOT
M16842,M,24.85,34.55,1487,41.3,160,0,NOT
M16843,M,24.85,34.45,1459,44.4,163,0,NOT
M16844,M,24.85,34.35,1387,45.5,166,0,NOT
L49165,L,24.95,34.55,1537,40.8,169,0,NOT
L49166,L,24.95,34.45,1498,42.9,171,0,NOT
M16847,M,25.05,34.65,1599,31.2,173,0,NOT
H31402,H,25.15,34.75,1420,39.2,176,0,NOT
L49169,L,25.05,34.75,1785,23.4,181,0,NOT
L49170,L,25.05,34.65,1423,48.1,183,0,NOT
M16851,M,25.05,34.65,1583,36.6,185,0,NOT
L49172,L,25.05,34.65,1375,46.6,188,0,NOT
M16853,M,25.15,34.85,1463,42.5,190,0,NOT
M16854,M,25.05,34.75,1403,45.1,193,0,NOT
L49175,L,25.15,34.85,1451,47.1,196,0,NOT
M16856,M,25.25,34.85,1416,38.2,198,1,TWF
L49177,L,25.15,34.95,1672,41.3,0,0,NOT
H31412,H,25.15,34.85,1637,30.8,2,0,NOT
L49179,L,25.25,34.85,1540,37.8,7,0,NOT
L49180,L,25.25,34.95,1279,53.1,9,0,NOT
L49181,L,25.25,35.05,1604,34.9,11,0,NOT
L49182,L,25.35,35.05,1654,27.1,13,0,NOT
M16863,M,25.35,35.05,1564,37.5,15,0,NOT
L49184,L,25.35,35.05,1451,47.5,18,0,NOT
L49185,L,25.35,35.15,1504,38,20,0,NOT
M16866,M,25.35,35.15,1381,50.5,22,0,NOT
L49187,L,25.45,35.25,1562,34.4,25,0,NOT
L49188,L,25.35,35.15,1811,24.7,27,0,NOT
M16869,M,25.45,35.15,1717,28.7,29,0,NOT
L49190,L,25.45,35.15,1278,60.5,32,0,NOT
L49191,L,25.55,35.35,1616,30.2,34,0,NOT
L49192,L,25.45,35.25,1397,46.4,36,0,NOT
L49193,L,25.45,35.25,1485,42.9,38,0,NOT
L49194,L,25.45,35.25,1310,59.7,40,0,NOT
L49195,L,25.35,35.05,1301,66.3,42,1,PWF
L49196,L,25.35,35.15,1458,44,44,0,NOT
L49197,L,25.55,35.35,1483,42.5,46,0,NOT
L49198,L,25.55,35.35,1375,46.4,48,0,NOT
M16879,M,25.55,35.35,1660,27,50,0,NOT
H31434,H,25.55,35.25,1560,33.3,53,0,NOT
L49201,L,25.55,35.35,1480,42.2,58,0,NOT
L49202,L,25.55,35.25,1373,46.9,60,0,NOT
L49203,L,25.55,35.35,1444,54.2,62,0,NOT
M16884,M,25.55,35.45,1722,24.7,64,0,NOT
L49205,L,25.55,35.35,1469,39.9,67,0,NOT
M16886,M,25.55,35.35,1360,52.9,69,0,NOT
L49207,L,25.55,35.25,1750,25.8,72,0,NOT
M16888,M,25.55,35.15,1349,46.6,74,0,NOT
L49209,L,25.55,35.35,1668,35.2,77,0,NOT
L49210,L,25.75,35.45,1400,49.5,79,0,NOT
L49211,L,25.65,35.45,1331,62.8,81,0,NOT
L49212,L,25.65,35.35,1444,42.2,83,0,NOT
H31447,H,25.65,35.35,1359,47.6,85,0,NOT
M16894,M,25.65,35.35,1425,47.4,90,0,NOT
M16895,M,25.75,35.45,1469,34.2,93,0,NOT
L49216,L,25.85,35.55,1892,22.8,96,0,NOT
H31451,H,25.85,35.55,1940,19.9,98,0,NOT
L49218,L,25.85,35.65,1405,55.2,103,0,NOT
M16899,M,25.85,35.75,1449,39.6,105,0,NOT
L49220,L,25.95,35.75,1686,29.6,108,0,NOT
L49221,L,25.95,35.75,1680,27.2,110,0,NOT
M16902,M,25.95,35.75,1397,52.4,112,0,NOT
M16903,M,26.05,35.85,1597,30.3,115,0,NOT
L49224,L,26.15,35.95,1470,41.1,118,0,NOT
M16905,M,26.15,35.95,1703,31.3,120,0,NOT
L49226,L,26.15,35.95,1388,45.5,123,0,NOT
L49227,L,26.15,36.05,1775,24.2,125,0,NOT
L49228,L,26.15,36.05,1465,41.5,127,0,NOT
M16909,M,26.15,36.05,1586,37.9,129,0,NOT
M16910,M,26.35,36.15,1675,29.2,132,0,NOT
M16911,M,26.25,36.05,1470,44.4,135,0,NOT
L49232,L,26.35,36.15,1477,40.4,138,0,NOT
L49233,L,26.35,36.15,1382,61,140,0,NOT
M16914,M,26.45,36.25,1605,29.8,142,0,NOT
L49235,L,26.45,36.25,1643,32.9,145,0,NOT
L49236,L,26.35,36.15,1333,54.1,147,0,NOT
L49237,L,26.35,36.15,1520,42.3,149,0,NOT
M16918,M,26.35,36.15,1902,24,151,0,NOT
H31473,H,26.35,36.25,1386,44.4,154,0,NOT
L49240,L,26.45,36.35,1803,27.7,159,0,NOT
L49241,L,26.55,36.45,1359,50.7,161,0,NOT
M16922,M,26.55,36.45,1477,42.7,163,0,NOT
L49243,L,26.55,36.45,1321,53.4,166,0,NOT
L49244,L,26.45,36.35,1453,41.4,168,0,NOT
L49245,L,26.55,36.45,1419,45.1,170,0,NOT
L49246,L,26.55,36.45,1512,36.2,172,0,NOT
L49247,L,26.55,36.45,1553,36.8,174,0,NOT
M16928,M,26.55,36.45,1534,39.1,176,0,NOT
H31483,H,26.55,36.45,1553,41,179,0,NOT
L49250,L,26.55,36.35,1352,49.7,184,0,NOT
M16931,M,26.55,36.45,1313,60,186,0,NOT
L49252,L,26.45,36.35,1570,35.5,189,0,RNF
L49253,L,26.45,36.25,1677,31.1,191,0,NOT
L49254,L,26.35,36.25,1602,31.5,193,0,NOT
L49255,L,26.35,36.25,1390,58.8,195,1,OSF
L49256,L,26.25,36.15,1544,36,197,0,NOT
L49257,L,26.25,36.25,1701,31.2,199,0,NOT
M16938,M,26.25,36.15,1692,28.4,201,0,NOT
M16939,M,26.15,36.15,1523,37.9,204,0,NOT
L49260,L,26.15,36.05,2280,15.4,207,0,NOT
M16941,M,26.25,36.15,1485,47.1,209,0,NOT
H31496,H,26.25,36.05,1513,36.1,212,0,NOT
H31497,H,26.25,36.15,1743,28.2,0,0,NOT
L49264,L,26.35,36.15,1442,46.2,5,0,NOT
L49265,L,26.35,36.15,1462,46.7,7,0,NOT
H31500,H,26.25,36.15,1439,49.7,9,0,NOT
L49267,L,26.35,36.15,1577,36.6,14,0,NOT
L49268,L,26.45,36.25,1331,46.4,16,0,NOT
L49269,L,26.35,36.15,1941,22.5,18,0,NOT
L49270,L,26.35,36.05,1393,47.3,20,0,NOT
L49271,L,26.25,36.05,1433,42.1,22,0,NOT
L49272,L,26.25,36.05,1444,48.2,24,0,NOT
L49273,L,26.25,36.05,1564,39,26,0,NOT
L49274,L,26.25,36.15,1377,43.6,28,0,NOT
L49275,L,26.25,36.15,1525,41.5,30,0,NOT
M16956,M,26.35,36.25,1387,56.2,32,0,NOT
M16957,M,26.25,36.25,1326,47.5,35,0,NOT
L49278,L,26.25,36.15,1401,59,38,0,NOT
L49279,L,26.25,36.15,1596,31.8,40,0,NOT
M16960,M,26.15,36.15,1471,46,42,0,NOT
L49281,L,26.15,36.15,1528,37.8,45,0,NOT
L49282,L,26.15,36.15,1325,62,47,0,NOT
M16963,M,26.15,35.95,1376,46.7,49,0,NOT
M16964,M,26.15,35.95,1600,35.3,52,0,NOT
L49285,L,26.15,35.95,1495,44,55,0,NOT
L49286,L,26.25,35.95,1645,28.6,57,0,NOT
M16967,M,26.25,35.95,1417,47.3,59,0,NOT
H31522,H,26.25,35.85,1415,51.7,62,0,NOT
M16969,M,26.15,35.85,1496,43.4,67,0,NOT
H31524,H,26.15,35.85,1508,35,70,0,NOT
L49291,L,26.25,35.85,1436,47.9,75,0,NOT
L49292,L,26.35,35.95,1852,22.6,77,0,NOT
L49293,L,26.35,35.95,1863,22.5,79,0,NOT
H31528,H,26.25,35.95,1373,44.1,81,0,NOT
L49295,L,26.25,35.85,1404,47.3,86,0,NOT
M16976,M,26.25,35.85,1381,44.9,88,0,NOT
H31531,H,26.25,35.75,1762,29.3,91,0,NOT
H31532,H,26.15,35.75,1429,43,96,0,NOT
M16979,M,26.15,35.75,1858,24.7,101,0,NOT
H31534,H,26.05,35.65,1908,21.3,104,0,NOT
M16981,M,26.05,35.65,1503,37.4,109,0,NOT
M16982,M,26.05,35.65,1523,38.9,112,0,NOT
L49303,L,26.15,35.85,1491,38.4,115,0,NOT
L49304,L,26.05,35.75,1430,39.1,117,0,NOT
L49305,L,26.15,35.75,1258,69.4,119,1,PWF
L49306,L,26.15,35.85,1449,46.5,121,0,NOT
H31541,H,26.15,35.85,1425,40.6,123,0,NOT
L49308,L,26.25,35.85,1800,24.3,128,0,NOT
H31543,H,26.25,35.85,1607,33.7,130,0,NOT
L49310,L,26.25,35.85,1391,58.2,135,0,NOT
L49311,L,26.25,35.95,1432,45.4,137,0,NOT
L49312,L,26.25,35.85,1660,28.4,139,0,NOT
H31547,H,26.15,35.85,1732,29.7,141,0,NOT
L49314,L,26.15,35.85,1473,46.3,146,0,NOT
L49315,L,26.15,35.85,1511,47.8,148,0,NOT
L49316,L,26.05,35.75,1588,41.5,150,0,NOT
L49317,L,26.15,35.75,1623,31.1,152,0,NOT
L49318,L,26.15,35.85,1734,30.6,154,0,NOT
L49319,L,26.15,35.85,1415,47.6,156,0,NOT
L49320,L,26.15,35.85,1419,46.6,158,0,NOT
M17001,M,26.15,35.75,1577,34.9,160,0,NOT
L49322,L,26.15,35.75,1376,60.3,163,0,NOT
M17003,M,26.15,35.65,1442,49,165,0,NOT
L49324,L,26.25,35.75,1451,40.5,168,0,NOT
L49325,L,26.15,35.65,1550,45.8,170,0,NOT
L49326,L,26.15,35.65,1647,32.9,172,0,NOT
L49327,L,26.25,35.75,1550,33.7,174,0,NOT
L49328,L,26.25,35.75,1583,34.1,176,0,NOT
L49329,L,26.25,35.85,1613,32.2,178,0,NOT
H31564,H,26.15,35.65,1636,35.5,180,0,NOT
M17011,M,26.15,35.55,1289,51.5,185,0,NOT
M17012,M,26.15,35.65,1648,28.4,188,0,NOT
H31567,H,26.15,35.65,1397,45.4,191,0,NOT
M17014,M,26.15,35.75,1767,24.8,196,0,NOT
L49335,L,26.15,35.65,1341,47.7,199,0,NOT
M17016,M,26.25,35.75,1457,41.5,201,0,NOT
M17017,M,26.25,35.85,1939,19.8,204,0,NOT
M17018,M,26.35,35.85,1399,49.7,207,0,NOT
M17019,M,26.35,35.85,1602,31.3,210,0,NOT
L49340,L,26.25,35.85,1507,41,213,0,NOT
L49341,L,26.25,35.95,1464,40.5,215,0,NOT
L49342,L,26.35,35.95,1336,42.1,217,0,NOT
L49343,L,26.45,36.05,1422,39.8,219,0,NOT
L49344,L,26.45,36.05,1540,36.7,221,0,NOT
L49345,L,26.35,35.95,1476,47.8,223,0,NOT
M17026,M,26.45,36.05,1867,23.4,225,1,TWF
H31581,H,26.45,35.95,1588,41.3,0,0,NOT
M17028,M,26.35,35.95,1420,49.5,5,0,NOT
L49349,L,26.35,35.95,1415,49.2,8,0,NOT
M17030,M,26.25,35.95,1500,43.3,10,0,NOT
L49351,L,26.35,35.95,1502,44.6,13,0,NOT
L49352,L,26.35,36.05,1816,23,15,0,NOT
M17033,M,26.35,36.05,1495,41.6,17,0,NOT
L49354,L,26.45,36.05,1572,33.4,20,0,NOT
M17035,M,26.35,36.05,1590,35.9,22,0,NOT
M17036,M,26.45,36.15,1387,48.3,25,0,NOT
M17037,M,26.45,36.05,1393,47.7,28,0,NOT
L49358,L,26.45,36.05,1602,37.3,31,0,NOT
L49359,L,26.45,36.05,1601,33.3,33,0,NOT
H31594,H,26.45,36.05,1597,36.3,35,0,NOT
H31595,H,26.35,35.95,1548,44.3,40,0,NOT
M17042,M,26.35,36.05,1314,61.8,45,0,NOT
M17043,M,26.45,36.15,1577,39.8,48,0,NOT
L49364,L,26.65,36.25,1475,43.4,51,0,NOT
L49365,L,26.65,36.25,1630,32.4,53,0,NOT
L49366,L,26.55,36.25,1445,42.9,55,0,NOT
M17047,M,26.65,36.25,1439,47.4,57,0,NOT
L49368,L,26.55,36.15,1420,44.1,60,0,NOT
H31603,H,26.55,36.05,1554,41.6,62,0,NOT
M17050,M,26.45,35.95,1471,44.3,67,0,NOT
L49371,L,26.45,35.85,1648,33.6,70,0,NOT
